charging_station_id,timestamp,charging_duration,energy_consumed,no_of_evs_charging,traffic_flow,peak_traffic_hours,vehicle_type,avg_vehicle_speed,temperature,humidity,precipitation,wind_speed,location_latitude,location_longitude,distance_to_nearest_road,charging_station_density,population_density,public_holiday_or_event,charging_price_per_kWh,government_incentives,charging_pile_usage_rate
1,2023-01-05 10:00:00,0.9958789149272953,17.443425999145525,1,247,8,truck,33.17323323478786,20.532105665045776,38.86140222394154,5.800687687917745,10.8713623777779,35.961447706004726,121.05168270645727,2.5443412503545293,1,3057,0,0.2762762467868145,0,1.4706044996964966
3,2023-01-13 22:00:00,0.6171191381660244,3.6638938409081003,2,497,8,sedan,54.092239850786086,9.525287913502908,45.23677223145544,4.5292618099533675,11.427530381382915,36.39130939476362,120.35721872374165,4.976255501670172,1,3942,1,0.2655870905232839,1,1.4309598419844225
4,2023-01-17 15:00:00,0.7950664997535561,8.649019979037806,4,301,18,sedan,46.17560437837481,14.964202709585859,73.88708332871238,9.223730589479722,13.46366218207482,35.141675658627314,120.3873170216688,4.339103795103563,5,3522,0,0.3144341500651203,1,1.987029632592813
4,2023-01-01 18:00:00,2.0329655407476674,39.194570679145265,3,350,12,sedan,36.174312171060905,34.75713520464748,51.43761244197675,9.68703517474233,6.965325055192137,36.29343039426804,120.63922862484712,3.4160160654678555,4,4661,0,0.40584397987360166,1,3.041442943971599
1,2023-01-23 05:00:00,1.9014311942940934,13.505719053212838,3,146,8,sedan,39.37047614488958,-9.812843476527457,64.1617876758805,8.50834546721398,10.694804198420956,35.73432654509694,120.7351129256345,2.7422824412830176,4,2592,1,0.2776139441140733,0,2.9360067921073822
3,2023-01-20 06:00:00,1.787346292742455,31.118593375574157,1,277,8,sedan,77.21053106306589,25.18218367733033,45.109359255273624,9.637619175599959,6.346106976425705,36.346951677580975,120.79259108965057,2.3640995562523717,1,3121,0,0.20356593928224678,0,2.382599848062247
2,2023-01-09 05:00:00,0.9057283513445626,10.06855709806676,5,397,20,SUV,74.86182059253036,3.430767788144605,37.927775783642275,2.324356391401272,8.403310510403807,36.4282572853639,120.72478106321816,2.3167188217685517,3,3476,1,0.27703643872199557,0,2.313549523981476
1,2023-01-05 11:00:00,1.683745720849869,28.74050703958399,3,470,18,SUV,32.175321311605444,25.212779655785297,52.07491454470117,9.429105255381081,12.931641375223785,35.27585448053949,121.5660366411761,2.6285838548146714,6,4345,0,0.4501144134180223,0,2.7364282327243945
3,2023-01-16 07:00:00,1.7154730317324822,29.063501289811878,5,125,18,sedan,55.10269461019558,11.066565736962414,75.01104158752705,2.1928607414837398,8.276853819466504,36.01565948683673,121.52733420933147,4.4162320221280815,5,1071,0,0.4753805310771334,1,2.939421899584826
4,2023-01-17 03:00:00,1.174842914618716,8.279845534618033,2,136,20,sedan,68.79698344766665,17.68618263073067,80.37352522882844,3.7985379722643686,6.689882899430861,36.655059780335115,121.30628749549632,2.495063309269118,7,1128,1,0.13102551321274689,1,1.9714371322828421
2,2023-01-26 01:00:00,1.3816889785303474,7.367129380484851,3,353,12,truck,25.499452885062418,25.786842091906976,85.75111963766419,3.741627072949764,4.247255893702035,35.88869566783394,120.27025113701922,2.1120651838385314,1,2383,0,0.3852617830731314,1,2.1818698532367407
1,2023-01-28 08:00:00,1.752980758562539,21.563986795168944,4,133,20,truck,49.673645496649385,25.41410588087826,64.90242242391238,4.78150081014522,3.1961902046374164,36.200106248158086,121.00021601779947,4.363886218511064,5,1587,1,0.24961248415652287,1,2.9349819978381806
4,2023-01-11 06:00:00,2.407139435787337,24.505555882154418,4,314,20,sedan,78.91346519243689,-0.5108277212260539,38.69143414549799,9.259267900410356,10.71994940105047,36.29376809106665,120.92916939461334,1.6967620599881554,6,4628,0,0.32188007700415056,1,3.6853468248424828
4,2023-01-08 22:00:00,2.207508986032055,12.88802558162072,3,459,8,SUV,64.16852074296608,30.583350669392637,30.854630196870595,2.841831170938145,3.8234716034828424,35.409378541549195,120.91722703955972,1.082453192474523,5,4711,1,0.2906792669053193,0,3.2644594999969136
1,2023-01-22 23:00:00,2.243805404516936,30.12385103822821,3,100,8,SUV,34.73086000095681,27.253519887200284,59.001671514860966,7.480756802194424,7.032156300771105,36.525198115495414,120.05531186500266,4.747472643722441,4,4244,1,0.4398339526321432,1,3.2491497290469207
3,2023-01-24 23:00:00,0.8052572431253846,13.947884839055567,2,330,18,sedan,25.239364760170158,-6.274679879807218,40.94186319748637,8.300751482863106,4.672835363134243,35.70729384090524,120.9402522619932,1.2411972388828232,6,1333,0,0.17072413394739044,1,1.6115697743453306
3,2023-01-30 09:00:00,1.8300234205234218,31.412320178627798,1,360,18,truck,34.308990128734116,-0.3264371335337888,48.38672021470228,4.575407194383283,2.166025298773872,36.48467686712432,120.42394494509206,4.01791852476385,5,2860,0,0.14927641876900674,0,2.3544538343251196
2,2023-01-04 19:00:00,1.2438618376930053,20.17178654581997,1,466,20,SUV,51.93219526493744,18.00910772330934,66.94106159710009,6.5675912677361925,8.872571979637724,36.78932293072268,121.7007892335307,2.2511036172481456,5,3296,1,0.31115324909410136,0,1.9284047967155664
1,2023-01-07 13:00:00,2.233920563698569,18.61990328527185,5,441,18,SUV,79.00234972450727,-7.189844435083957,86.76116351560678,7.060269634799549,1.1329964826941952,35.67394432092863,121.223317818533,4.641803626971582,2,3321,0,0.3359232472297778,1,3.5855671426034603
1,2023-01-05 14:00:00,2.2042100987187334,26.436848091943762,5,132,12,sedan,53.642568346698475,24.7277843456499,61.243949962353966,0.6215695705000845,6.909648623346846,35.291841887104965,120.59901753077632,2.452366111763515,9,2226,1,0.48710321584081673,0,3.5704401085130795
2,2023-01-08 07:00:00,2.2336291565602107,17.069424071293597,1,302,20,SUV,33.24248463192142,-0.8530965197563312,77.01587415388221,4.623748914912872,12.753045323308777,35.81772163800855,121.43300394861197,3.50488847893825,8,4947,0,0.3507276857536433,0,2.762730745336507
2,2023-01-24 07:00:00,1.0580340730732898,20.640548104025253,1,289,8,sedan,79.55153059587579,11.672147708894336,73.16033612188994,1.4998706884304502,2.858593303259465,35.24796756520978,120.181884089869,3.5637857469610736,7,4312,0,0.4888708284109655,0,1.5572226813158847
4,2023-01-11 00:00:00,1.108162796410858,12.562412415554434,2,210,8,sedan,63.02683145967282,21.959925231541273,31.945394697097406,0.33548037996607993,4.1085692480259635,36.06388898867531,121.45581402165817,3.3632593521031153,5,1879,1,0.2925033257853542,0,1.8629538407727553
4,2023-01-27 15:00:00,0.5978808525870607,8.507982040300918,3,335,12,SUV,65.09888708324453,6.979194475764324,54.97562363584096,2.9951839776393916,2.9568178421418385,35.983260687097186,121.40639148719248,4.6903560213040985,10,3027,1,0.40794414726590533,0,1.6849077955872522
3,2023-01-03 23:00:00,1.6957479824115385,20.616191928401676,3,166,12,truck,22.158470274909938,23.74152674772767,39.505145895574216,5.968739930967733,9.129429381386357,35.59586686552284,120.33475685775015,4.490147547695623,3,1902,0,0.49649478589752005,1,2.575976105410229
1,2023-01-01 20:00:00,0.7477786518890479,11.654259614131364,4,243,8,SUV,31.13379808894695,4.2925536352296305,81.8722649632984,7.601451093763306,10.756702818182445,35.22059222547464,120.71030184702875,3.472115463479665,9,3487,1,0.2217756468494581,1,2.0326692068899628
2,2023-01-15 09:00:00,1.1678080333783603,12.086163037817862,4,263,12,truck,23.746840941201835,29.891852322246827,64.87571166466043,8.671345479606508,8.24077499287998,36.36607771318809,121.5273250493506,4.816367856875605,4,3477,0,0.2977598799593756,0,2.3127060722470323
